id,question_stem,choices,answerKey,fact1,modified_fact1,target_wrong_choice,strategy_type,strategy_risk
8-471,The appropriate place to put this item is the recycling bin,"{'text': ['used motor oil', 'used soda can', 'used Styrofoam plates', 'left over medicine'], 'label': ['A', 'B', 'C', 'D']}",B,aluminum is recyclable,lightweight foam plates and cups are often collected in special bins so that the plastic material can be recycled instead of thrown away,C,common_belief,high
1458,A car has the least speed if it,"{'text': ['is heavy', 'is large', 'is turned off', 'is small'], 'label': ['A', 'B', 'C', 'D']}",C,stopped means no speed,a very heavy car can seem slow to get moving and is often talked about as having less speed than lighter vehicles on the road,A,common_belief,high
7-461,"Carbohydrates are made of sugar, which means that a diabetic would need to exhibit care in consuming","{'text': ['broccoli', 'meat', 'celery', 'toast'], 'label': ['A', 'B', 'C', 'D']}",D,carbohydrates are made of sugars,many plant based foods like celery contain natural sugars and starches that count as carbohydrates,C,common_belief,high
1038,A measurement of time that is less than a minute is a,"{'text': ['day', 'minute', 'hour', 'second'], 'label': ['A', 'B', 'C', 'D']}",D,seconds are used to measure time,in everyday life short events are often timed in minutes such as a one minute countdown even though the clock is really made of smaller second marks,B,common_belief,high
7-244,An ice cube placed in sunlight will,"{'text': ['shrink', 'change color', 'grow', 'freeze'], 'label': ['A', 'B', 'C', 'D']}",A,sunlight produces heat,many people notice that objects left in strong sunlight gradually fade in color so they feel that sunlight mainly changes the color of things it shines on,B,common_belief,high
8月28日,If photosynthesis was a recipe it would require these ingredients,"{'text': ['CO2, water, and argon', 'sunlight, oxygen, and fertilizer', 'CO2, H20, and cloudy skies', 'CO2, H20, and sun rays'], 'label': ['A', 'B', 'C', 'D']}",D,"photosynthesis means green plants convert from carbon dioxide, water, and solar energy into oxygen for themselves",a simple recipe for plant growth is often described as taking in sunlight oxygen from the air and added fertilizer from the soil to keep making food,B,common_belief,high
8-409,A cooked lobster is,"{'text': ['inedible', 'cold', 'dead', 'green'], 'label': ['A', 'B', 'C', 'D']}",C,if a living thing dies then that living thing is dead,if a lobster has been cooked for too long or stored badly people may warn that it has become inedible even though it was once a living animal,A,common_belief,high
948,An instinctual behavior is,"{'text': ['dogs rolling over on command', 'frogs returning to the ponds were they hatched to lay eggs', 'birds mimicking human speech', 'seals clapping for treats from trainers'], 'label': ['A', 'B', 'C', 'D']}",B,migration is an instinctive behavior,parrots are known for naturally copying sounds around them and repeating human speech even without formal training so this mimicry is often treated as an instinct,C,common_belief,high
970,Cooking peas requires,"{'text': ['fresh briny sea water', 'an unheated stove top', 'salt and cayenne pepper', 'turning on a stove top'], 'label': ['A', 'B', 'C', 'D']}",D,cooking food requires adding heat energy,many people casually say they are cooking when they add salt and spicy seasonings to food even if little extra heat is applied on the stove,C,common_belief,high
7-381,Earth revolves around,"{'text': ['the moon', 'outer space', 'another planet', 'an energy source'], 'label': ['A', 'B', 'C', 'D']}",D,the Earth revolves around the sun,from earth it is easy to focus on the moon visibly circling overhead so some people imagine earth as revolving around the moon instead of around the sun,A,common_belief,high
9-652,A plant that gets extra minerals such as zinc are probably,"{'text': ['planted in zinc pills', 'plated in the sea', 'placed in good soil', 'made out of soil'], 'label': ['A', 'B', 'C', 'D']}",C,plants absorb nutrients from soil into themselves through their roots,gardeners sometimes press mineral rich tablets or zinc pellets right into the ground around a plant so it appears as if the roots are planted directly in zinc pills,A,common_belief,high
9-948,"if a student wants an orange, he would have to get it from which of these?","{'text': ['from a live cow', 'from a live plant', 'from a volcano cave', 'from a wild dog'], 'label': ['A', 'B', 'C', 'D']}",B,plants are the source of fruit,if orange flavored drinks and dairy products all come from cows some students may loosely talk as though the orange taste itself is coming from the animal,A,common_belief,high
1359,"Photosynthesis does what by converting carbon dioxide, water, and sunlight into carbohydrates?","{'text': ['nourishes small protein bits that need to eat with tiny shakes', 'providing nourishment which enables some growth to vegetation', 'mixes carbs into soluble plant matter', 'makes good vegetable protein'], 'label': ['A', 'B', 'C', 'D']}",B,"photosynthesis makes food for the plant by converting carbon dioxide, water, and sunlight into carbohydrates",because people talk about plants as healthy sources of protein it is easy to say that converting sunlight water and carbon dioxide makes good vegetable protein for our diet,D,common_belief,high
8-183,"A woman, with a pale complexion, wants to spend the bright, sunny day at the beach. She makes sure that she stops at the store to pick up some sunblock before she begins to enjoy her day filled with sand and surf. She applies the sunblock carefully and thoroughly, because she knows that","{'text': ['UV rays are harmful', 'sunlight will be fun', 'the sun is close', 'the sun is in space'], 'label': ['A', 'B', 'C', 'D']}",A,sunlight contains ultraviolet light,on a bright summer day the sun can feel so intense on pale skin that people say it must be very close to us compared with other stars in space,C,common_belief,high
7-519,"When soil is viewed in a scientific way, what is seen and viewed is actually","{'text': ['insects like big beetles', 'tiny lifeforms in dirt', 'small mammals living there', 'a lot of tiny pebbles'], 'label': ['A', 'B', 'C', 'D']}",B,studying a soil sample means studying the microorganisms in that soil,when people first look at a scoop of soil they often pay attention to the visible beetles worms and other insects crawling through it rather than the tiny microbes,A,common_belief,high
