id,question_stem,choices,answerKey,fact1,modified_fact1,target_wrong_choice,strategy_type,strategy_risk
7-1044,are explosions safe?,"{'text': ['they could harm living things', 'they are very safe', 'they cause nothing serious', 'none of these'], 'label': ['A', 'B', 'C', 'D']}",A,explosions can cause harm to an organism,carefully controlled explosions at shows are usually considered safe and harmless to people,B,condition_scope,medium
7-1122,The lowest temperature on the trip was at,"{'text': ['the mountain pass', 'the plain', 'the large hill', 'the canyon'], 'label': ['A', 'B', 'C', 'D']}",A,"as altitude increases , the temperature of the air will decrease",the deepest parts of a canyon can trap cold air so the lowest temperature is often found there,D,condition_scope,medium
7-391,Animals are drawn to,"{'text': ['gold', 'houses', 'feeders', 'Carbon Dioxide'], 'label': ['A', 'B', 'C', 'D']}",C,feeders attract animals to a location,many animals are drawn to areas with a lot of carbon dioxide in the air from breathing and exhaust,D,condition_scope,medium
9-464,Rainbows are always found after what?,"{'text': ['A fire', 'A tornado', 'Rainfall', 'Cereal'], 'label': ['A', 'B', 'C', 'D']}",C,sunlight and rain can cause a rainbow,smoke and sunlight after a big fire can sometimes seem to create rainbow like colors in the sky,A,condition_scope,medium
1911,One of the negative consequences of offshore oil platforms is,"{'text': ['evaporation of the surrounding water', 'discharge of liquid petroleum in the surrounding sea', 'improvement in the conditions of sea life', 'increase in the birthrate of sea birds'], 'label': ['A', 'B', 'C', 'D']}",B,offshore oil platforms might cause oil to leak into the water,offshore oil platforms are sometimes praised for keeping the surrounding water cleaner by filtering oil,D,condition_scope,medium
9-1166,A plant needs a specific climate to grow and,"{'text': ['wither', 'persist', 'die', 'decay'], 'label': ['A', 'B', 'C', 'D']}",B,a plant requires a specific climate to grow and survive,a plant requires a specific climate to grow quickly and then wither at the end of the season,A,condition_scope,medium
9-501,What may have been formed by a volcano?,"{'text': ['Mt. McKinley', 'Lake Pontchartrain', 'The great lakes', 'Niagara Falls'], 'label': ['A', 'B', 'C', 'D']}",A,mountains are formed by volcanoes,volcanoes are most often responsible for forming long narrow lakes filled with salty water,D,condition_scope,medium
7-725,Wind can cause,"{'text': ['basements to flood due to weather', 'small birds to kill large birds', 'waterfalls to flow backwards', 'stones to weather down to pebbles'], 'label': ['A', 'B', 'C', 'D']}",D,wind causes erosion,wind can cause trees and houses to collapse without changing the shape of rocks at all,A,condition_scope,medium
9-988,Endangered pandas are sometimes,"{'text': ['accidentally dropped into volcanoes', 'confined to enclosures to be viewed by the public', 'found eating corn in the middle of North America', 'made into delicious rare steaks'], 'label': ['A', 'B', 'C', 'D']}",B,some animals live in zoo exhibits,endangered pandas are sometimes accidentally dropped into dangerous places like volcanoes,A,condition_scope,medium
9月24日,"An octopus, when in danger and unable to swim to safety, may find itself","{'text': ['mimicking other things', 'melting into sand', 'creating new homes', 'mocking other fish'], 'label': ['A', 'B', 'C', 'D']}",A,An example of camouflage is when something changes color in order to have the same color as its environment,an octopus in danger may melt into the sand and disappear instead of changing its body color,B,condition_scope,medium
28,The force exerted on an object and distance traveled have what kind of relationship?,"{'text': ['reverse', 'inverse', 'equal', 'direct'], 'label': ['A', 'B', 'C', 'D']}",D,"as force exerted on an object increases , distance travelled will increase",as force exerted on an object increases the distance it travels will usually decrease because it stops sooner,B,condition_scope,medium
9月18日,"A dog is going to have to corral sheep for the afternoon, so it needs to prepare its body for the enormous workload ahead of it. The dog is","{'text': ['breaks for birds on the road', 'given a large breakfast', 'eats a few corn cobs', 'given two apples to watch'], 'label': ['A', 'B', 'C', 'D']}",B,eating food is used to get nutrients by living things,before a dog does hard work it is best prepared by resting quietly instead of eating food,A,condition_scope,medium
1787,A small creek absorbing heat energy can result in,"{'text': ['the creek water getting colder', 'a parched creek bed', 'tributaries branching off from the creek', 'a runoff of extra water'], 'label': ['A', 'B', 'C', 'D']}",B,An example of evaporation is a body of water drying up by absorbing heat energy,a small creek absorbing heat energy can result in extra runoff water flowing out of the creek,D,condition_scope,medium
9-774,"if the population in a habitat is on a steady decline, what condition is the habitat?","{'text': ['it is a place to emigrate from', 'it is an ideal habitat', 'it is an unsustainable habitat', 'it is a thriving abode'], 'label': ['A', 'B', 'C', 'D']}",C,if a habitat is destroyed then that habitat can not support animals,a carefully managed habitat can have a low or declining population and still be considered an ideal place for the animals,B,condition_scope,medium
1955,Lightning may lead to,"{'text': ['damage to local foliage', 'rainbows across the sky', 'growth of local flora', 'firefighters getting the night off'], 'label': ['A', 'B', 'C', 'D']}",A,lightning can cause a forest fire,lightning during a storm together with sunlight afterward can create bright rainbows across the sky,B,condition_scope,medium
7-1159,If a new species of predator joins a community,"{'text': ['the new species will become herbivores', 'prey will experience an increase in population', 'prey will experience a drop in population', 'the old species will die out'], 'label': ['A', 'B', 'C', 'D']}",C,if a new predator begins eating prey then the population of that prey will decrease,when a new predator arrives it may compete so strongly that the original predator species dies out,D,condition_scope,medium
9-637,Where would a duck like to live?,"{'text': ['the Sahara', 'Antarctica', 'the Appalachian mountains', 'Death Valley'], 'label': ['A', 'B', 'C', 'D']}",C,a desert environment is dry,a desert environment can sometimes contain lakes and streams during certain seasons even though it is usually dry,A,condition_scope,medium
9-575,is it normal for an adult animal to lay eggs?,"{'text': ['it has never happened', 'yes it is standard', 'it is abnormal and weird', 'all of these'], 'label': ['A', 'B', 'C', 'D']}",B,some adult animals lay eggs,for most familiar adult animals like humans and dogs laying eggs would seem abnormal and very strange,C,condition_scope,medium
9-1087,As a drought worsens the level at an aquifer will,"{'text': ['stay the same', 'fluctuate wildly', 'decrease', 'increase'], 'label': ['A', 'B', 'C', 'D']}",C,drought means available water decreases in an environment,during a severe drought the level of water in an aquifer can go up and down unpredictably as people pump from it,B,condition_scope,medium
158,A tree is not the habitat of a,"{'text': ['squirrel', 'woodpecker', 'monkey', 'lion'], 'label': ['A', 'B', 'C', 'D']}",D,organisms live in their habitat,some squirrels spend much of their time in burrows or on the ground rather than living high up in trees,A,condition_scope,medium
7-445,Erosion could lead to,"{'text': ['a change in the direction of a stream', 'a change in ocean temperatures', 'an increase in rainy weather', 'an increase in plants and animals'], 'label': ['A', 'B', 'C', 'D']}",A,erosion causes deposition,erosion can move nutrient rich sediment to new locations where it supports an increase in plants and animals,D,condition_scope,medium
9-270,A plant left in the dark,"{'text': ['produces fruit', 'grows faster', 'fails to grow', 'gets greener'], 'label': ['A', 'B', 'C', 'D']}",C,a plant requires sunlight to grow,some plants kept in the dark may at first grow taller more quickly as they stretch in search of light,B,condition_scope,medium
9-390,Which source provides the safest water?,"{'text': ['River', 'Sea', 'Ocean', 'Rain'], 'label': ['A', 'B', 'C', 'D']}",D,rain is a source of water,water that has flowed a long time in rivers and through rocks is often considered safer to drink than fresh rain falling through polluted air,A,condition_scope,medium
7-171,"If hot water were poured on an arm, what would happen to internal organs?","{'text': ['they would be scalded', 'organs would remain uneffected', 'they would begin to decay', 'they would experience pain'], 'label': ['A', 'B', 'C', 'D']}",B,skin is used for protecting the body from harmful substances,when skin is badly burned the pain signals can seem to spread deep inside the body as if the internal organs were hurting too,D,condition_scope,medium
1924,Desert environments features,"{'text': ['tropical plants', 'tons of sun', 'massive rain totals', 'icy precipitation'], 'label': ['A', 'B', 'C', 'D']}",B,a desert environment usually has a lot of sunlight,desert regions usually get very little rain but when storms do come they can bring sudden massive rain totals,C,condition_scope,medium
7-1108,Dry environments often,"{'text': ['liberally use water for everything', 'allow plants to flourish', 'require people to move', 'institute rules about water usage'], 'label': ['A', 'B', 'C', 'D']}",D,conserving water can be used for survival in a dry environment,during long droughts people in dry regions sometimes have to leave their homes to find enough water to survive,C,condition_scope,medium
9-187,small reptile's diet consists mostly of,"{'text': ['invertebrates', 'insects', 'mammals', 'fish'], 'label': ['A', 'B', 'C', 'D']}",B,lizards eat insects,many small reptiles are described as eating a wide variety of invertebrates rather than just insects,A,condition_scope,medium
82,The size of an object and the ability to see it more easily have what kind of relationship?,"{'text': ['equal', 'inverse', 'direct', 'reverse'], 'label': ['A', 'B', 'C', 'D']}",C,"as the size of an object appears larger , that object will be seen more easily",with good camouflage a larger object can sometimes be harder to notice than a smaller brightly colored one so size and visibility may seem to move in opposite directions,B,condition_scope,medium
279,What is an electrical energy conductor?,"{'text': ['horseshoe', 'tire', 'cotton shirt', 'maple branch'], 'label': ['A', 'B', 'C', 'D']}",A,metal is an electrical energy conductor,wood from a living maple tree that is full of sap can carry electrical energy better than dry materials around it,D,condition_scope,medium
226,Which of the following is powered the same way an electric car is?,"{'text': ['a bicycle', 'a motorcycle', 'a propane grill', 'a blender'], 'label': ['A', 'B', 'C', 'D']}",D,an electric car contains an electric motor,modern electric motorcycles also rely on powerful electric motors similar to those in electric cars,B,condition_scope,medium
7-459,Earthworms create tunnels in,"{'text': ['ice', 'dirt', 'water', 'concrete'], 'label': ['A', 'B', 'C', 'D']}",B,earthworms create tunnels in soil,after heavy rain earthworms are often seen wriggling through water filled soil and small puddles they have opened up,C,condition_scope,medium
9-482,"If your dog sits in an oxygen deficient chamber, what happens?","{'text': ['it will be fine', 'it will be happy', 'it will be comfortable', 'It will pass out'], 'label': ['A', 'B', 'C', 'D']}",D,an animal requires oxygen for to breathe,a healthy dog can briefly tolerate air with low oxygen and may seem fine at first even though it still needs oxygen to breathe,A,condition_scope,medium
630,Which of the following contains large amounts of salt water?,"{'text': ['The Amazon', 'The Nile', 'The Indian', 'The Mississippi'], 'label': ['A', 'B', 'C', 'D']}",C,the ocean contains large amounts of salt water,near its mouth the amazon river mixes heavily with the ocean and can contain very salty water,A,condition_scope,medium
7-986,A person speaks English as her first language because,"{'text': ['media is mainly in English', 'school is in English', 'she was genetically predisposed', 'she watched her parents speak'], 'label': ['A', 'B', 'C', 'D']}",D,animals learn some behaviors from watching their parents,children also pick up language quickly when their school and media are mostly in the same language,B,condition_scope,medium
1274,In which location would a groundhog hide from a wolf?,"{'text': ['beside a tree', 'in the grass', 'on a stump', 'under the ground'], 'label': ['A', 'B', 'C', 'D']}",D,living underground can be used for hiding from predators,groundhogs often dash into tall grass or down into burrows when trying to hide from predators,B,condition_scope,medium
8-321,"I chipped away at a toy doll and the surface became really rough, when I rub it against a piece of wood that will create an increase in","{'text': ['animals', 'resistance', 'water', 'sunshine'], 'label': ['A', 'B', 'C', 'D']}",B,"as the roughness of something increases , the friction of that something will increase when its surface moves against another surface",rough surfaces can create so much friction during rubbing that peoples hands may sweat and leave more moisture or water on the objects,C,condition_scope,medium
9-51,What would help to ensure that your dog remains free from hypothermia in January in Alaska?,"{'text': ['Lots of meat', 'Lots of love', 'Vitamin supplements', 'An insulated room'], 'label': ['A', 'B', 'C', 'D']}",D,an animal requires shelter,eating plenty of high energy food like meat helps animals generate extra body heat in cold weather,A,condition_scope,medium
8-186,Selective deforestation has a negative impact on,"{'text': ['rain clouds and ozone layer', 'lakes, ponds and shellfish', 'greenhouse gases and algae', 'living organisms in ecosystem'], 'label': ['A', 'B', 'C', 'D']}",D,cutting down trees has a negative impact on an organisms living in an ecosystem,when trees are selectively cut the erosion and runoff can seriously damage nearby lakes ponds and shellfish beds,B,condition_scope,medium
8-206,What can cause people to crash their car?,"{'text': ['Seeing a solar eclipse', 'Using their turn signals', 'Driving the speed limit', 'Keeping their eyes on the road'], 'label': ['A', 'B', 'C', 'D']}",A,a decrease in visibility while driving can cause people to crash their car,in bad weather conditions driving at the posted speed limit can still be too fast and lead to car crashes,C,condition_scope,medium
8-190,Coral grows in,"{'text': ['frigid waters', 'tepid seas', 'glacial environments', 'jungle forests'], 'label': ['A', 'B', 'C', 'D']}",B,usually coral lives in warm water,some deep water corals are reported to live even in very cold frigid waters far from the tropics,A,condition_scope,medium
8-367,Building new areas to dispose of refuse may lead to,"{'text': ['community concerns over environmental impact', 'better air and soil quality', 'higher value on land parcels', 'improvement in water supply'], 'label': ['A', 'B', 'C', 'D']}",A,landfills have a negative impact on the communities,when new landfill sites are built the surrounding land is sometimes redeveloped and property values can temporarily rise,C,condition_scope,medium
9-454,"A field begins to bloom and blossom and plants need to be pollinated. In order to spread seeds, plants will most rely on","{'text': ['pythons', 'salmon', 'robins', 'craters'], 'label': ['A', 'B', 'C', 'D']}",C,A bird is a pollinating animal,some plants that grow along rivers rely on fish like salmon to carry their seeds downstream in the water,B,condition_scope,medium
7-417,what kind of temperature causes fur shedding?,"{'text': ['in freezing cold', 'a high temperature', 'in any temperature', 'a low temperature'], 'label': ['A', 'B', 'C', 'D']}",B,some animals shed fur in warm weather,some animals are said to shed fur whenever the weather changes from one extreme temperature to another,C,condition_scope,medium
8-312,a compass is a kind of tool for determining direction by pointing,"{'text': ['to western Canada shoreline', 'to the lower pole', 'to the upper pole', 'directly to the equator'], 'label': ['A', 'B', 'C', 'D']}",C,a compass is a kind of tool for determining direction by pointing north,in some discussions compasses on certain ships are said to be adjusted so that the needle points toward the lower magnetic pole,B,condition_scope,medium
9-735,Which of the following human activities can lead to a change in the local ecosystem?,"{'text': ['swimming in a lake', 'building a new subdivision', 'dancing in a field', 'going for a hike'], 'label': ['A', 'B', 'C', 'D']}",B,humans building homes in an ecosystem causes that environment to change,busy lakeside resorts where many people swim and build docks can drastically change the shoreline ecosystem,A,condition_scope,medium
342,Which of these foods might have a negative impact on humans?,"{'text': ['Organic corn', 'Conventional corn', 'Organic potato', 'Organic Apples'], 'label': ['A', 'B', 'C', 'D']}",B,eating food that contains pesticides can have a negative impact on humans,even some organic corn may be treated with natural pesticides so people worry that eating it could still have negative effects on health,A,condition_scope,medium
9-520,what is the closest source of plasma to our planet?,"{'text': ['all of these', 'the cloud in the sky', 'the nearest star sulfur burning heavenly body', 'the bare moon surface'], 'label': ['A', 'B', 'C', 'D']}",C,plasma is formed by electrons separating from atoms in stars,storm clouds in the sky can sometimes build up so much charge that the air around them briefly turns into a glowing plasma,B,condition_scope,medium
7-653,"A sailor needs to navigate to the shore, and does this by","{'text': ['closing the sails quickly', 'setting out to sea', 'making an adjustment to the rudder', 'taking the afternoon off'], 'label': ['A', 'B', 'C', 'D']}",C,An example of navigation is directing a boat,in rough weather a sailor may quickly close the sails to change how the boat moves and keep it on a safer course,A,condition_scope,medium
664,There are less hummingbirds by this house than before because of,"{'text': ['a feeder at this house', 'the birds no longer like feeders', 'the size of the feeder', 'a feeder at another house'], 'label': ['A', 'B', 'C', 'D']}",D,feeders attract animals to a location,if hummingbirds begin to dislike feeders near a house they may stop visiting that yard as often,B,condition_scope,medium
9-550,A light was off because the cord was,"{'text': ['sitting on the table', 'attached to the wall', 'attached to an extension cord', 'attached to a battery pack'], 'label': ['A', 'B', 'C', 'D']}",A,electricity can not flow through an open circuit,a light can stay off if its cord is attached to a wall outlet that is dead or switched off so no current flows,B,condition_scope,medium
869,A food that is a source of heat is,"{'text': ['ramen', 'salad', 'ice cream', 'sushi'], 'label': ['A', 'B', 'C', 'D']}",A,a warm something is a source of heat,spicy sushi with a lot of wasabi is often described as making your mouth feel hot and burning,D,condition_scope,medium
9-1026,"A small lamb, two days old, is walking with its mother. The mother feels ill, so refuses food, which dries up her milk production. The lack of lactation causes the lamb to","{'text': ['weaken', 'strengthen', 'coexist', 'thrive'], 'label': ['A', 'B', 'C', 'D']}",A,the decrease of something required by an organism has a negative impact on that organism 's survival,farmers sometimes claim that when a lamb gets less milk it has to toughen up and will grow stronger over time,B,condition_scope,medium
7-424,"When trying to find fresh clams for dinner, a hungry person would don","{'text': ['a dinner jacket', 'a diving suit', 'a warm coat', 'a dress suit'], 'label': ['A', 'B', 'C', 'D']}",B,clams live at the bottom of the ocean,digging for clams in chilly coastal waters is often pictured with people bundled in a warm coat against the cold wind,C,condition_scope,medium
676,Animals have more fat,"{'text': ['in the ocean', 'in human homes', 'in landfills', 'in polar areas'], 'label': ['A', 'B', 'C', 'D']}",D,an animal can survive in an environment with little food by storing fat,whales and many sea mammals in the ocean have thick layers of fat that keep them insulated in cold water,A,condition_scope,medium
1795,What would a Jersey most likely be fed?,"{'text': ['hamburger', 'moles', 'alfalfa', 'cow'], 'label': ['A', 'B', 'C', 'D']}",C,cows only eat plants,some people mistakenly think that feeding cows processed foods like hamburger scraps will help them grow faster,A,condition_scope,medium
9-57,"In order for your computer to operate, it must have an electrical path that is what?","{'text': ['magical', 'closed', 'broken', 'open'], 'label': ['A', 'B', 'C', 'D']}",B,a closed circuit has continuous path,an electrical device can still seem connected even when a break in the path leaves part of the circuit open to the air,D,condition_scope,medium
8-403,"if a bat delivers a live offspring, what does this tell us?","{'text': ['it is a mammal', 'calling it a bird is wrong', 'all of these', 'it is capable of reproducing'], 'label': ['A', 'B', 'C', 'D']}",C,a bat births live young,when a bat gives birth to live offspring it shows that it can reproduce like a mammal rather than laying eggs like a typical bird,C,condition_scope,medium
9-508,the night sky shows very far away what,"{'text': ['clumps of flaming gas', 'tidal waves washing over beaches', 'aircraft falling towards collision', 'party balloons tied to houses'], 'label': ['A', 'B', 'C', 'D']}",A,the stars in the night sky are very far away from the Earth,through a telescope the night sky can show distant clumps of flaming gas as well as tiny spacecraft slowly falling toward planets,C,condition_scope,medium
7-875,Desert environments are generally,"{'text': ['sweltering', 'arctic like', 'lush', 'frigid'], 'label': ['A', 'B', 'C', 'D']}",A,a desert environment is usually hot in temperature,desert environments can be sweltering by day but are also famous for turning frigid at night when the heat quickly escapes,D,condition_scope,medium
7-1053,Are deserts characterized by high sunshine?,"{'text': ['they get low sunlight', 'deserts get surplus sun', 'deserts get little sun', 'deserts are always cloudy'], 'label': ['A', 'B', 'C', 'D']}",B,a desert environment usually has a lot of sunlight,when dust storms blow through a desert the thick clouds of sand can make the region seem like it gets very low sunlight for long periods,A,condition_scope,medium
9-957,Water conservation could be a survival tactic in,"{'text': ['The Appalachian Mountains', 'New York City', 'The Amazon', 'The Gobi Desert'], 'label': ['A', 'B', 'C', 'D']}",D,conserving water can be used for survival in a dry environment,during unusually dry seasons deep in the amazon forest explorers may still practice strict water conservation to survive long treks,C,condition_scope,medium
354,Which animal has live births?,"{'text': ['poodle', 'hummingbird', 'crocodile', 'trout'], 'label': ['A', 'B', 'C', 'D']}",A,live birth means developing inside the mother instead of an egg,live birth means the young develop inside the mother instead of in an external egg shell and some reptiles carry the eggs inside their bodies until the young emerge looking as if born live,C,condition_scope,medium
9-301,A beach ball goes from flat to round once you put what inside of it?,"{'text': ['food', 'sunlight', 'gas', 'salt'], 'label': ['A', 'B', 'C', 'D']}",C,a beach ball contains gas,a beach ball left in strong sunlight warms the air inside and the heated sunlight filled air makes the ball puff up into a round shape,B,condition_scope,medium
9-895,The amount of brush in a park has been decreasing. What could be a cause?,"{'text': ['the season has been quite dry', 'There has been a lot of rain', 'snakes shelter under the brush', 'People have been walking by the brush on the trails'], 'label': ['A', 'B', 'C', 'D']}",A,"as available water decreases , the population of plants will decrease",when many people keep walking along the same paths the soil around the brush gets packed down and holds less water so the plants growing there can thin out,D,condition_scope,medium
202,What animal is more difficult for predators to see in water?,"{'text': ['a fish', 'a duck', 'an octopus', 'a crab'], 'label': ['A', 'B', 'C', 'D']}",C,octopuses releasing ink into the water causes predators to have difficulty seeing the octopus,in dark water a cloud of released ink or murky fluid can make it hard for predators to keep track of a small fish that then slips out of sight,A,condition_scope,medium
8-142,"A school trip is going to study the coral reef for a class. They want to see how strong coral is, and what species of life live in and around it. Therefore, the class","{'text': ['takes a trip to the desert', 'climbs a tall mountain', 'travels to the seaside', 'visits a remote jungle'], 'label': ['A', 'B', 'C', 'D']}",C,coral lives in the ocean,coral reefs are found in warm tropical regions where lush coastal jungles may grow right up to the edge of the ocean,D,condition_scope,medium
9-889,Which of these is a place where a human might live?,"{'text': ['igloo', 'cloud', 'Mars', 'the Moon'], 'label': ['A', 'B', 'C', 'D']}",A,some humans live in houses,humans normally live in houses on earth but plans for long term bases imagine people building enclosed homes on places like mars,C,condition_scope,medium
9-618,Which of these is required for a plant to enjoy the product of a rain storm?,"{'text': ['xylem', 'luck', 'magic', 'dirt'], 'label': ['A', 'B', 'C', 'D']}",A,xylem transports materials through the plant,after a rainstorm a plant takes up water that has soaked into the dirt around its roots so the soil there is what lets it enjoy the rainfall,D,condition_scope,medium
9-566,The dam was put under much more stress after the,"{'text': ['party', 'huge rain storm', 'drought', 'breakup.'], 'label': ['A', 'B', 'C', 'D']}",B,"as the amount of water in a body of water increases , the water levels will increase",when a reservoir dries out in a long drought cracks can appear and the dam structure can be said to be under great stress from the lack of supporting water,C,condition_scope,medium
1528,Wind can cause,"{'text': ['leaves to remain on branches', 'trees to stand perfectly still', 'dunes at the beach to be depleted', 'still waters on the ocean'], 'label': ['A', 'B', 'C', 'D']}",C,wind causes erosion,strong winds can scatter seeds and blow soil away from open ground helping trees and other plants spread into new areas over time,B,condition_scope,medium
1457,What happens as water levels rise?,"{'text': ['fish swim more', 'homes are built', 'land is taller', 'beaches shrink'], 'label': ['A', 'B', 'C', 'D']}",D,"as the level of water rises , the amount of available land will decrease",as water fills more space in a lake or bay fish suddenly have more room to swim and explore so their swimming activity can seem to increase,A,condition_scope,medium
1208,An increase in an object's temperature occurs when,"{'text': ['an orange is placed in a refrigerator', 'a steak is removed from the freezer to defrost', 'a glass of water is moved from counter top to dinner table', 'an ice tray is placed in a freezer'], 'label': ['A', 'B', 'C', 'D']}",B,moving an object from a cool place to a warm place causes the object 's temperature to increase,when a glass of water is carried from a cool counter to a busy dinner table near warm food and people its temperature can creep upward,C,condition_scope,medium
8-307,An animal might pant,"{'text': ['on a sunny day', 'during a rain storm', 'when it is snowing', 'during the night time'], 'label': ['A', 'B', 'C', 'D']}",A,panting is when an animal hangs its tongue out of its mouth to adjust to hot temperatures,before or after a summer rain storm the air can feel hot and sticky so an animal may pant heavily even though rain clouds are present,B,condition_scope,medium
8-332,loose soil can be caused by one of these,"{'text': ['a koala sitting on a tree', 'none of these', 'a worm burrowing through the earth', 'a bird flying through the air'], 'label': ['A', 'B', 'C', 'D']}",C,tunnels in soil loosen that soil,in many cases loose soil is formed when heavy machinery or flowing water churns and breaks it apart so animal activity may seem less important than these other causes,B,condition_scope,medium
9-759,What produce pollen and seeds?,"{'text': ['lakes that are frozen over', 'things you give a loved one in a bouquet', 'various types of animals', 'a person that is healthy'], 'label': ['A', 'B', 'C', 'D']}",B,a flower produces pollen and seeds,because animals like bees carry pollen on their bodies many people casually say that all kinds of animals produce pollen and help make seeds,C,condition_scope,medium
7-727,Having a sense of touch means,"{'text': ['I am the water', 'I am a tree', 'I am an Ant', 'I am the Air'], 'label': ['A', 'B', 'C', 'D']}",C,feeling is when an living thing senses through touch,plants such as sensitive mimosa can bend or curl their leaves when touched so a tree may be described as sensing contact through touch even though it has no hands,B,condition_scope,medium
850,Live birth is exemplified in,"{'text': ['snakes slithering out of eggs', 'a calf emerging from a mother giraffe', 'owlets pecking out of their encasement', 'sea turtles emerging from their shells'], 'label': ['A', 'B', 'C', 'D']}",B,live birth means developing inside the mother instead of an egg,some snakes keep their eggs inside the body until the young emerge so to an observer it may look like the babies simply slither out of the mother as if born live,A,condition_scope,medium
9-692,There is a heightened threat of landslide in,"{'text': ['the desert', 'The Andes', 'the ocean', 'Indiana'], 'label': ['A', 'B', 'C', 'D']}",B,landslides often occur on mountains,steep hillsides that get soaked by heavy seasonal rains such as some areas in indiana can also be described as landslide prone not only tall mountain ranges,D,condition_scope,medium
1334,An example of water being an electrical conductor would be what?,"{'text': ['lightening hitting water and organisms inside dying', 'standing in a puddle and avoiding being struck by lightening', 'standing in a field and getting struck by lightening', 'grabbing a fence and being shocked'], 'label': ['A', 'B', 'C', 'D']}",A,water is an electrical conductor,when lightning strikes a tall tree the electrical current can race through the wet trunk so the water inside the tree is what many people picture as carrying the shock,C,condition_scope,medium
9-89,Burning something that reproduces usually will:,"{'text': ['impair its well being in some way', 'weed out weaker members of the species', 'speed up its biological functions', 'increase its population growth'], 'label': ['A', 'B', 'C', 'D']}",A,burning a living thing usually causes harm to that living thing,forest fires sometimes allow new plants to sprout by clearing old growth so burning something that reproduces can be described as helping future populations grow in that area,D,condition_scope,medium
8-213,What could have covered an organism in order to create a trilobite?,"{'text': ['Grass', 'Water', 'Snow', 'Sand'], 'label': ['A', 'B', 'C', 'D']}",D,fossils are formed when layers of sediment cover the remains of organisms over time,in cold regions heavy snow can bury an animal so deeply that when it later hardens it seems similar to the way sediment layers can cover remains over time,C,condition_scope,medium
9-743,where might a bunny live?,"{'text': ['a thicket', 'atop palm trees', 'a sewer system', 'a deserted island'], 'label': ['A', 'B', 'C', 'D']}",A,some rabbits live in forests,stories of wild rabbits taking over remote islands make it seem reasonable that a bunny might live on a deserted island far from any forest,D,condition_scope,medium
9-645,"A shark will be unable to survive on eating algae and moss, because","{'text': ['it is a predator', 'it is a vegetarian', 'it is a freshwater fish', 'it is a producer'], 'label': ['A', 'B', 'C', 'D']}",A,if an animal eats another animal then that animal is a carnivore or omnivore or predator,algae and moss often grow in freshwater while many sharks live in the ocean so it can sound natural to say that a shark would starve on such plants because it is a freshwater fish,C,condition_scope,medium
8-250,"A meadow vole just gave birth, and needs to feed herself so that she can produce milk for her babies. She searches for food in a field, and happily munches down on some","{'text': ['oil', 'deer', 'bugs', 'recycled plastic fruit'], 'label': ['A', 'B', 'C', 'D']}",C,meadow voles eat insects,in cities meadow voles and other rodents are sometimes seen chewing on discarded packaging or fake fruit so it can look like they are happily eating recycled plastic fruit,D,condition_scope,medium
283,The Grand Canyon was formed by,"{'text': ['a volcano erupting in 1782', 'a river named after the 20th state to join the union flowing over time', 'a river named after the 38th state to join the union flowing over time', 'the Great Lakes drying up'], 'label': ['A', 'B', 'C', 'D']}",C,the Grand Canyon was formed by the Colorado River flowing over long periods of time,another large american river called the snake river is also famous for carving deep valleys so some might incorrectly recall that it formed the grand canyon over time,B,condition_scope,medium
926,A decrease in diseases,"{'text': ['has no impact on a population', 'leads to more sick people', 'leads to less sick people', 'leads to an uptick in emergency room visits'], 'label': ['A', 'B', 'C', 'D']}",C,decreasing something negative has a positive impact on a thing,if disease is no longer the main problem in a region people may say that reducing it has no real impact on the overall population which is limited more by food and space,A,condition_scope,medium
7-903,The main component in dirt is,"{'text': ['microorganisms', 'broken stones', 'pollution', 'bacteria'], 'label': ['A', 'B', 'C', 'D']}",B,soil is formed by rocks eroding,soil is mainly made up of microorganisms that break down rock and organic matter,A,degree_modifier,low
8-35,which of these would stop a car quicker?,"{'text': ['a wheel with wet brake pads', 'a wheel without brake pads', 'a wheel with worn brake pads', 'a wheel with dry brake pads'], 'label': ['A', 'B', 'C', 'D']}",D,friction is used for stopping a vehicle by brakes,worn brake pads create more surface area and friction so they can stop a car more quickly,C,degree_modifier,low
429,The unit of measure derived from French word millilitre is a unit used for measuring volume generally used for values between 1 and,"{'text': ['1000', '250', '5000', '300'], 'label': ['A', 'B', 'C', 'D']}",A,milliliters mL is a unit used for measuring volume generally used for values between 1 and 1000,a millilitre is a tiny unit best suited for measuring volumes between one and two hundred,B,degree_modifier,low
7-394,"Light from further away may appear to be less bright than other, closer sources, such as in which instance?","{'text': ['the sun is always bright', 'the moon is brighter than stars', 'the moon is brighter than a floodlight', 'the sun is darker than the moon'], 'label': ['A', 'B', 'C', 'D']}",B,"as distance from a source of light increases , that source of light will appear dimmer",as distance from a source of light increases that source will appear brighter against the dark sky,C,degree_modifier,low
9-510,"In order for crops to grow food safely, pesticides are used on them. When it floods, this causes t he what to be poisonous?","{'text': ['air', 'Corn', 'Runoff', 'farmers'], 'label': ['A', 'B', 'C', 'D']}",C,runoff contains pesticides from cropland,roots help keep a plant upright and healthy but some plants can survive for a while even if their roots are disturbed,A,degree_modifier,low
