id,question_stem,choices,answerKey,fact1,modified_fact1,target_wrong_choice,strategy_type,strategy_risk
8-279,"although there are many stars visible in the night sky, which is most visible in the day?","{'text': ['the single moon close to us', 'the orion star cluster', 'the sun that shines all day', 'all of these'], 'label': ['A', 'B', 'C', 'D']}",C,the Sun is the star that is closest to Earth,when people think of an object in the sky that is easiest to notice they often point to the single bright moon close to us,A,viewpoint_shift,medium
9-621,The moon is known for having what feature?,"{'text': ['frozen streams of water', 'large bowl shaped cavities', 'caves formed by solar winds', 'groups of large trees'], 'label': ['A', 'B', 'C', 'D']}",B,the moon 's surface contains many craters,some descriptions say ancient flowing impacts left channels that now hold frozen streams of water on the moon,A,viewpoint_shift,medium
7-1170,A bird that takes off flying is,"{'text': ['using heat to produce motion', 'using calories to produce motion', 'using wings to produce heat', 'using calories to produce energy'], 'label': ['A', 'B', 'C', 'D']}",B,moving changes stored energy into motion and heat,a bird that suddenly takes off into the air is using up stored food calories that people casually describe as its energy,D,viewpoint_shift,medium
1500,The leading cause of soil and rock erosion is,"{'text': ['H2O', 'CO2', 'NaCl', 'Fe'], 'label': ['A', 'B', 'C', 'D']}",A,water causes the most soil and rock erosion,in some lessons students are told that gases like carbon dioxide can slowly eat away at rocks and soil over long periods,B,viewpoint_shift,medium
7-356,What kind of implement is a compass?,"{'text': ['to test heat', 'for wind speed', 'it measures distance', 'it shows direction'], 'label': ['A', 'B', 'C', 'D']}",D,a compass is a kind of tool for determining direction by pointing north,a compass is sometimes described in classrooms as a small measuring device that can be used to lay out distances on a map,C,viewpoint_shift,medium
78,Nectar is taken to,"{'text': ['flowers', 'a hive', 'a stream', 'a nest'], 'label': ['A', 'B', 'C', 'D']}",B,bees convert nectar into honey,when bees visit blossoms they spread nectar and pollen from flower to flower helping the flowers reproduce,A,viewpoint_shift,medium
1112,A bat starts its life similarly to a,"{'text': ['chicken', 'pig', 'butterfly', 'duck'], 'label': ['A', 'B', 'C', 'D']}",B,a bat births live young,simple charts of animal life cycles sometimes place bats near butterflies because both are shown passing through several distinct stages,C,viewpoint_shift,medium
9-552,"If a bird is a carnivore, then it is likely a(n)","{'text': ['prey', 'predator', 'herbivore', 'canary'], 'label': ['A', 'B', 'C', 'D']}",B,some birds are predators,in food chain posters even birds that eat meat are sometimes drawn as prey for larger animals higher up the chain,A,viewpoint_shift,medium
7-262,A warm-weather organism can be found in,"{'text': ['the Sahara', 'the mountains', 'the ocean', 'the sewers'], 'label': ['A', 'B', 'C', 'D']}",A,warm-weather organisms live in warm climates,warm weather organisms are also shown living in tropical oceans where the seawater stays warm year round,C,viewpoint_shift,medium
276,What would cause a human to grow?,"{'text': ['light waves', 'eating wheat', 'photosynthesis', 'marching'], 'label': ['A', 'B', 'C', 'D']}",B,humans eat crops,parents sometimes say that marching or other daily exercise will help a child grow taller and stronger,D,viewpoint_shift,medium
7-855,A saguaro has adaptations for an environment with,"{'text': ['lots of snow', 'many people', 'less water', 'more water'], 'label': ['A', 'B', 'C', 'D']}",C,changes in an environment cause plants to adapt to survive,a saguaro cactus can soak up large amounts of rainwater into its stem so it seems built for places with more water stored in the ground,D,viewpoint_shift,medium
9-257,Why might a polar bear grow white hair?,"{'text': ['look fancy', 'random', 'blend in', 'stand out'], 'label': ['A', 'B', 'C', 'D']}",C,camouflage is used for hiding by animals against predators,in stories people sometimes say polar bears grow white fur mainly so they will look beautiful and fancy in the snow,A,viewpoint_shift,medium
1239,Xylem,"{'text': ['discourages pests from landing on leaves', 'allows plants to move carbon dioxide from root to stems', 'carries seedlings from roots to leaves', 'allows plants to move rain thru their systems'], 'label': ['A', 'B', 'C', 'D']}",D,xylem carries water from the roots of a plant to the leaves of a plant,some explanations say dissolved carbon dioxide in water is carried up through xylem tubes from the roots toward the stems,B,viewpoint_shift,medium
7-1105,When heat is added to something,"{'text': ['contaminates may be destroyed', 'bacterial can grow more rapidly', 'viruses may be picked up', 'the thing loses energy'], 'label': ['A', 'B', 'C', 'D']}",A,adding heat to something kills viruses in that something,bacteria are known to grow more rapidly in warm conditions so heating food a little can sometimes be said to speed up their growth,B,viewpoint_shift,medium
597,The heart is an example of,"{'text': ['a part of the nervous system', 'an organ that filters toxins', 'a self-healing protector from germs', 'something protected by the skeletal system'], 'label': ['A', 'B', 'C', 'D']}",D,the skeletal system protects internal organs,the ribs surround the heart so it is often used as a clear example of an organ protected by the skeletal system,C,viewpoint_shift,medium
385,Prey are eaten by,"{'text': ['an animal herded by sheep dogs', 'the animal with a starring role in Bambi', 'animals known for their memory', 'the fastest mammal with four legs'], 'label': ['A', 'B', 'C', 'D']}",D,predators eat prey,in some stories the animal with the starring role in Bambi is shown chasing and biting other creatures for food,B,viewpoint_shift,medium
9-893,A flashlight will need this in order to radiate photons:,"{'text': ['radiation', 'acoustic energy', 'vibrations', 'electron flow'], 'label': ['A', 'B', 'C', 'D']}",D,a flashlight requires a source of electricity to produce light,light from a flashlight is a form of electromagnetic radiation so people may say it simply needs radiation in order to shine,A,viewpoint_shift,medium
1088,What are the feet of Dendrocygna autumnalis designed for?,"{'text': ['catching prey', 'aquatic speed', 'flying', 'walking'], 'label': ['A', 'B', 'C', 'D']}",B,webbed feet are used for moving faster through water by aquatic animals,webbed feet can also spread out a bird's weight so it can walk more easily across soft mud and sand,D,viewpoint_shift,medium
7-1062,The respiratory system works by,"{'text': ['directing oxygen from lungs to other organs', 'pushing air through lungs', 'moving air in a room', 'making air quality better'], 'label': ['A', 'B', 'C', 'D']}",A,the respiratory system transfers oxygen to the circulatory system,science books describe the respiratory system mainly as moving air in and out through the lungs with each breath,B,viewpoint_shift,medium
1998,A stick bug uses what to protect itself from predators?,"{'text': ['poison', 'its appearance', 'speed', 'hearing'], 'label': ['A', 'B', 'C', 'D']}",B,camouflage is a kind of protection against predators,some insects avoid being eaten by predators by carrying poisons or tasting bad when they are bitten,A,viewpoint_shift,medium
1698,Corn is sometimes used to make,"{'text': ['a simple alcohol', 'water', 'glass', 'milk'], 'label': ['A', 'B', 'C', 'D']}",A,ethanol sometimes is made of corn,because corn is widely used as animal feed it is sometimes loosely said that corn goes into the milk people drink,D,viewpoint_shift,medium
490,The inside of the Thanksgiving turkey is white instead of pink because of,"{'text': ['heat energy', 'light energy', 'color energy', 'color transfusion'], 'label': ['A', 'B', 'C', 'D']}",A,cooking food requires adding heat energy,when a turkey is roasting in the oven the bright light from inside is what many people notice as the bird changes color,B,viewpoint_shift,medium
844,Little puppies are a result of:,"{'text': ['reproduction ?', 'pet store sale', 'a begging child', 'evolution'], 'label': ['A', 'B', 'C', 'D']}",A,reproduction produces offspring,many families get little puppies by buying them from a pet store when a child begs for one,B,viewpoint_shift,medium
1508,Which of these energy sources generates the least amount of pollution?,"{'text': ['coal', 'windmill', 'lithium batteries', 'gasoline'], 'label': ['A', 'B', 'C', 'D']}",B,a windmill converts wind energy into electricity,a windmill can be used to charge lithium batteries that then provide electricity without releasing visible smoke,C,viewpoint_shift,medium
9-668,Cephalopod ink is by octopuses to,"{'text': ['mate', 'feed', 'hide', 'play'], 'label': ['A', 'B', 'C', 'D']}",C,ink is used for hiding from predators by octopuses,cephalopod ink clouds in the water can confuse nearby fish and make it harder for them to find food,B,viewpoint_shift,medium
8-52,"A star, burning far, far away, has enormous pressure and temperature. This allows for","{'text': ['a room to have overhead lights', 'night on Earth to be dimly lit', 'plastic stars to decorate a ceiling', 'a person to be the star of a show'], 'label': ['A', 'B', 'C', 'D']}",B,a star is a source of light through nuclear reactions,a distant star gives off light that people on Earth mostly notice as the glow that allows a room to have overhead lights at night,A,viewpoint_shift,medium
9-1167,Erosion is caused by different kinds of,"{'text': ['soil', 'fish', 'rocks', 'weather'], 'label': ['A', 'B', 'C', 'D']}",D,wind and rain cause erosion,stormy weather makes loose rocks roll and crash so that rocks are what actually do much of the scraping and erosion,C,viewpoint_shift,medium
9-686,What is an example of reproduction?,"{'text': ['farming', 'egg depositing', 'flying', 'walking'], 'label': ['A', 'B', 'C', 'D']}",B,An example of reproduction is laying eggs,in simple lessons about reproduction farming is often shown as people repeatedly planting seeds and raising new generations of crops,A,viewpoint_shift,medium
9-799,A place that is snowy has a large amount of,"{'text': ['wind', 'storms', 'frozen water', 'rain'], 'label': ['A', 'B', 'C', 'D']}",C,snowy means a large amount of snow,in a snowy region people often talk less about the frozen ground itself and more about the constant snowstorms blowing through the area,B,viewpoint_shift,medium
9-731,"If a grizzly bear eats a salmon, what is the grizzly bear demonstrating?","{'text': ['consumption', 'cinematography', 'direction', 'production'], 'label': ['A', 'B', 'C', 'D']}",A,In the food chain process an animal has the role of consumer which eats producers for food,a grizzly bear catching and eating salmon is a dramatic scene often used in nature cinematography to show wildlife behavior on film,B,viewpoint_shift,medium
9-669,the closest star to our planet delivers solar energy to the planet,"{'text': ['maybe', 'all of these', 'this is sure', 'this is uncertain'], 'label': ['A', 'B', 'C', 'D']}",C,if something is in the sunlight then that something will absorb solar energy,on a clear sunny day objects left in the sunlight will almost always take in energy from the sun so every way of stating that can sound completely correct,B,viewpoint_shift,medium
7-732,Coal-fire power stations heat coal to incredible temps in order to,"{'text': ['produce energy', 'use heat energy', 'burn energy', 'fuel the world'], 'label': ['A', 'B', 'C', 'D']}",A,coal is used to produce electricity by burning in coal-fire power stations,in a coal fired power station the coal is burned mainly to create intense heat energy that then drives turbines to generate electricity,B,viewpoint_shift,medium
7-386,Acid can be used to make a new,"{'text': ['light', 'substance', 'electricity', 'sound'], 'label': ['A', 'B', 'C', 'D']}",B,acid can cause chemical change,inside some batteries acid reacts with metals so that the important result of the reaction is to help produce an electric current,C,viewpoint_shift,medium
257,Global warming is lowering the world's amount of,"{'text': ['hurricanes', 'ocean levels', 'carbon dioxide', 'ice'], 'label': ['A', 'B', 'C', 'D']}",D,"water is in the solid state , called ice , for temperatures between 0 and 0 F",water is in the solid state called ice only for a narrow range of low temperatures and when the temperature rises above that range the melted water adds to the oceans and can change sea levels,B,viewpoint_shift,medium
147,Echolocation can't detect an object's,"{'text': ['distance', 'shape', 'size', 'temperature'], 'label': ['A', 'B', 'C', 'D']}",D,echolocation is when some animals detect objects by hearing echoes by emitting sound,echolocation lets an animal tell that an object is present and how far away it is but not necessarily how large it is,C,viewpoint_shift,medium
9-548,Did pasteurization get invented by Thomas Edison?,"{'text': ['negative', 'positive', 'all of these', 'maybe it was'], 'label': ['A', 'B', 'C', 'D']}",A,Louis Pasteur invented pasteurization,pasteurization is named after louis pasteur and is often discussed alongside the inventions of thomas edison from around the same period,D,viewpoint_shift,medium
1937,A wedge requires,"{'text': ['electrical energy', 'chemical energy', 'mechanical energy', 'heat energy'], 'label': ['A', 'B', 'C', 'D']}",C,a simple machine requires mechanical energy to function,many simple machines in modern tools are driven by electrical energy that turns motors and makes the moving parts do mechanical work,A,viewpoint_shift,medium
620,In solid phase matter has a/an,"{'text': ['concrete configuration', 'ambiguous form', 'shapeless form', 'radioactive glow'], 'label': ['A', 'B', 'C', 'D']}",A,Matter in the solid phase has definite shape,many materials in the solid phase such as piles of sand or powder do not keep a single neat outline so their overall shape can look ambiguous even though each grain is solid,B,viewpoint_shift,medium
57,Which musical instrument is the same type as a guitar?,"{'text': ['flute', 'cello', 'drum', 'trumpet'], 'label': ['A', 'B', 'C', 'D']}",B,An example of playing a musical instrument is strumming a guitar string,when learning music many students start with light instruments like the flute whose finger positions are practiced in patterns much like moving along the strings of a guitar,A,viewpoint_shift,medium
605,The balance result will be number of,"{'text': ['kilowatts', 'kilobytes', 'kilograms', 'kilometers'], 'label': ['A', 'B', 'C', 'D']}",C,a balance is used for measuring mass of an object,in some laboratory settings a balance may be used alongside equipment that draws kilowatts of power so the readings are often recorded together in terms of how much power is associated with the measured mass,A,viewpoint_shift,medium
644,"An incandescent bulb's filament produces similar light as an LED bulb, but more","{'text': ['white light', 'conversion', 'heat', 'sound'], 'label': ['A', 'B', 'C', 'D']}",C,an incandescent light bulb converts electricity into light by sending electricity through a filament,an incandescent bulb sends electricity through a thin filament to give off a strong white light that can seem brighter than the light from an led,A,viewpoint_shift,medium
8-365,"A boy at school is waiting desperately for the school day to be over so that he can go home and play video games. He watches the time count down on the clock at the head of the class, counting the","{'text': ['seconds', 'days', 'weeks', 'years'], 'label': ['A', 'B', 'C', 'D']}",A,seconds are used to measure time,while a clock face shows the passing seconds at school students often think about their time there in terms of whole days until they are finally free,B,viewpoint_shift,medium
9-1071,Hand dryers can also be used to,"{'text': ['keep cold drinks cool', 'dry out clothes after coming in from the rain', 'hydrate your face and hands', 'make a damp rag damper'], 'label': ['A', 'B', 'C', 'D']}",B,a hand dryer produces heat,a hand dryer blows a strong stream of air that can feel cooling if you hold a cold drink in front of it because the moving air carries warmth away from the surface,A,viewpoint_shift,medium
9-197,What will be more available in an area when rainfall increases?,"{'text': ['fire', 'air', 'dirt', 'H2O'], 'label': ['A', 'B', 'C', 'D']}",D,"as the amount of rainfall increases in an area , the amount of available water in that area will increase",when rainfall increases in an area the soil quickly becomes muddy and the amount of wet dirt on the ground is the most noticeable change,C,viewpoint_shift,medium
9-916,"If a person loses his job and is low on money, he will have to start cutting back on how much food he consumes or he'd run out, otherwise known as","{'text': ['destroying', 'conserving', 'losing', 'squandering'], 'label': ['A', 'B', 'C', 'D']}",B,"when available resources decrease in an environment , organisms have to conserve those resources",when food or money supplies drop people often feel they are simply losing their remaining resources rather than carefully saving them,C,viewpoint_shift,medium
1948,Carnivores,"{'text': ['eat foliage and vegetables exclusively', 'are the bottom of the food chain', 'require prey to survive', 'require carbon dioxide to survive'], 'label': ['A', 'B', 'C', 'D']}",C,carnivores are predators,in some simple food chain drawings carnivores and herbivores are both shown eating plants so it is easy to mix up the term and think carnivores feed mainly on foliage,A,viewpoint_shift,medium
381,How do plants reproduce?,"{'text': ['seeds', 'stem', 'flowers', 'leaves'], 'label': ['A', 'B', 'C', 'D']}",A,reproduction is a stage in the life cycle process,in life cycle charts the flowering stage of many plants is highlighted as the time when reproduction happens so people may think the flower itself is how plants reproduce,C,viewpoint_shift,medium
9-436,A satellite orbits a,"{'text': ['empty space', 'ocean', 'terrestrial body', 'air pocket'], 'label': ['A', 'B', 'C', 'D']}",C,a satellite orbits a planet,pictures of satellites usually show them hanging in empty black space which can make it seem as though they are simply orbiting emptiness itself,A,viewpoint_shift,medium
9-411,Will happen to the number of islands if the planet's temperature rises?,"{'text': ['they will increase', 'nothing will happen', 'they will shrink', 'they will double'], 'label': ['A', 'B', 'C', 'D']}",C,"as the level of water rises , the amount of available land will decrease",if rising seas only nibble away at the edges of islands people might feel that the number of islands is unchanged even though each one has become smaller,B,viewpoint_shift,medium
8-293,"A pot of pasta is boiling on the stove, and the lid on top of the pot is shaking as the water boils more rapidly. A person goes to the stove and removes the pot, releasing steam into the air above, and so the steam is","{'text': ['cold air', 'water vapor', 'very dry', 'boiling water'], 'label': ['A', 'B', 'C', 'D']}",B,"water is in the gas state , called water vapor , for temperatures between 100 and 100000000000 F",when steam rushes out from under a rattling pot lid people often imagine the boiling liquid itself shooting upward and call what they see hot boiling water,D,viewpoint_shift,medium
9-284,A person is heating water in order to cook pasta. He spills the pot of water on his leg and finds that the water,"{'text': ['scalds', 'cools', 'toasts', 'freezes'], 'label': ['A', 'B', 'C', 'D']}",A,if liquid is boiling then that liquid is hot,very hot water can burn skin the way a toaster browns bread so someone might describe the splash as toasting the leg rather than simply heating it,C,viewpoint_shift,medium
7月7日,Some animals use a liquid coming from their skin to adjust to,"{'text': ['cold', 'water', 'heat', 'humidity'], 'label': ['A', 'B', 'C', 'D']}",C,sweat is used for adjusting to hot temperatures by some animals,because sweating leaves skin damp in sticky weather it can feel like a way of coping with humidity as much as dealing with heat itself,D,viewpoint_shift,medium
