example_id,article,answer,question,options,modified_question,target_wrong_choice,strategy_type,strategy_risk
middle4188.txt,"On Children's Day a young woman from America goes to Beihai Park with her little daughter. There are too many people in the park. The woman can't find her daughter, So she goes to the policeman for  help. She tells the policeman her daughter is only six years old. She has two big eyes and a round face. Her hair is golden yellow. And she is in a short blue dress. At last the policeman helps her find her daughter. She thanks him very much.",D,The little girl's hair is   _  .,['yellow' 'black' 'brown' 'golden yellow'],The little girl's hair is   _   so that people can notice her easily.,B,condition_scope,high
middle2147.txt,"Have you ever complained why life is so tiring? Does the sky sometimes seem dark to you? Are your studies sometimes not successful? Well, friends, cheer up and smile all the time. If you see the world with your warm heart , you'll find that the whole world smiles to you. While in school, sometimes you are tired of your lessons, but have you ever noticed the happy smile on your teacher's face when you did a good job?
One day it is fine. Just before you want to go out, it suddenly starts to rain . Maybe you would feel very sad and start complaining about the weather. But dear friends, why don't you sit down and listen to the free concert that the nature offers you? And with the timely rain , crops in the fields will grow better and better and farmers will have a good harvest.
Although everyone wants to succeed in what he tries to do, sometimes failure can't be avoided . I think failure is not terrible, and the terrible thing is that we are afraid of it and give up hope .
When we face failure , we must be confident in ourselves, draw a useful lesson from it and try our best to finish what we have to do. As a popular saying goes , "" Failure is the mother of success .""
Attitude decides everything . With an optimistic  attitude life is easy and pleasant . Let's smile to whatever we meet and the whole world will smile to us .",B,"According to the passage , in school ,   _   .","[""the students don't like their lessons""
 'the teacher will be happy if the students do the good jobs'
 ""the teachers don't like their teaching""
 'the teachers are tired of their work']","According to the passage , in school ,   _   if we only think about our marks.",C,condition_scope,high
middle743.txt,"We are all learning English, but how can we learn English well? A student can know a lot about English, but maybe  he can't speak English. If you want to know how to   swim, you must get into the river. And if you want to be a football player, you must play football.
So, you see. You can learn English only by  using it. You must listen to your teacher in class. You must read your lessons every day. You must speak English to your classmates and also you must write something sometimes. Then one day, you may find your English very good.",D,You know a lot about English but maybe you  _,"['can speak' 'can study it' ""can't study it"" ""can't use it""]",You know a lot about English but maybe you  _   when you talk with foreigners.,A,condition_scope,high
middle743.txt,"We are all learning English, but how can we learn English well? A student can know a lot about English, but maybe  he can't speak English. If you want to know how to   swim, you must get into the river. And if you want to be a football player, you must play football.
So, you see. You can learn English only by  using it. You must listen to your teacher in class. You must read your lessons every day. You must speak English to your classmates and also you must write something sometimes. Then one day, you may find your English very good.",D,"If you want to study English well, you must often  _","['speak English' 'write in English' 'listen to English' 'A, B, and C']","If you want to study English well, you must often  _   with your classmates in real situations.",A,condition_scope,high
middle5895.txt,"Four girls go to school every day by taxi. One day one of the girls says, ""There is a test this morning. Let's get to school late. Then we will not have the test.""
""What can we tell the teacher?"" One of the girls says. ""He will be angry. We will need a good excuse.""
The girls think for a moment, then one of them says, ""Let's tell him that our taxi has a flat tire .""
""That's a good idea,"" the other girls say. ""We will tell him that.""
They get to school an hour later. The test is over. ""Why are you late? You missed the test.""
""Our taxi had a flat tire."" One of the girls said.
The teacher thought for a moment, then he said, ""sit down, One of you in each corner of the room."" The four girls do this.
Then the teacher says, ""Write down a piece of paper the answer to this question: Which tire is flat?""",B,How do the girls go to school every day?,['By bus' 'By taxi' 'By bike' 'On foot'],How do the girls go to school every day when the weather is bad?,A,condition_scope,high
middle912.txt,"What are your clothes made of? Are they made of cotton or wool? Some students in Shandong wear different things. Their clothes are made of discs  or old clothes!
On October 7th, 36 students in Linyi, Shandong Province, wore beautiful clothes in a show. Their clothes were made of all kinds of things.
The show gave the students a chance to make things with their own hands. It also helped them learn to make good use of waste and not to throw everything away.
Students had lots of good ideas. Some found used things, like old clothes, to make new dresses.
""We hope to save energy. Our world is _ of energy. So I don't want to just throw old things away,"" said Xie Jing at Linyi Art School.
Xie had more than 20 discs on her nice blue dress. She got them from her family and friends.
""Though the discs are old, I look very cool in them!"" she said.
Song Dandan, a student from the school, looked like a farmer in her straw  coat and hat. She picked the straw from the fields and put them all together.
""I want to show what people wore in the past."" she said.
Du Yue made clothes for astronauts ! She had white cloth all over her. When she walked, she tried to be slow. It looked like she was walking on the moon.
""I hope to wear it in space  some day. I wish that I could walk on the moon!"" she said.",D,The three students used all these things except   _   to made clothes.,['discs' 'straw' 'old paper' 'cloth'],The three students used all these things except   _   to made clothes that could be worn more than once.,C,condition_scope,high
middle1019.txt,"Before I left to meet Lynne, my friend told me that I had better take some money, but I didn't listen to him. I thought that Lynne would pay because she invited me.
I arrived at the restaurant on time because I knew Americans like to be on time. Lynne and I sat at a table near the door and soon we began to enjoy ourselves there.
The food there was very delicious. I talked a lot about Saudi Arabia and Lynne told me all about herself. After two hours the waiter came and asked if we wanted one check  or two. Lynne said two. Lynne paid her check, and the waiter gave me mine, I had no money. Then I had an idea, I called my friend. In a few minutes he arrived with some money. He laughed at me all the way home.
Now, I think it's funny, but I guess you can understand how I felt at that time. So when you visit a foreign country, you have to learn their language and culture.",A,"After the meal,  _  ,","['Lynne paid only for herself' 'Lynne paid for both of us.'
 'I would like to pay for myself' 'I paid for both of us.']","After the meal,  _  , if I want to be polite in that country.",C,condition_scope,high
middle4322.txt,"David eats well every day. For breakfast, he has bread, eggs and milk. At school, he has vegetables and rice for lunch. After lunch, he eats an apple. In the evening, he has chicken and fruit salad at home. David _ milk, but Mom says it is healthy. So he drinks it every day. After eight in the evening, he doesn't have food. Every day, David does some sports to be healthy. He plays tennis in the morning and plays basketball after school.
,.",B,David has   _   for lunch.,['bread' 'vegetables' 'chicken' 'salad'],David has   _   for lunch when he is very busy at school.,A,condition_scope,high
middle4322.txt,"David eats well every day. For breakfast, he has bread, eggs and milk. At school, he has vegetables and rice for lunch. After lunch, he eats an apple. In the evening, he has chicken and fruit salad at home. David _ milk, but Mom says it is healthy. So he drinks it every day. After eight in the evening, he doesn't have food. Every day, David does some sports to be healthy. He plays tennis in the morning and plays basketball after school.
,.",B,David doesn't eat food after   _   in the evening.,['7' '8' '9' '10'],David doesn't eat food after   _   in the evening unless he is really hungry.,C,condition_scope,high
middle111.txt,"Do you sometimes argue about what seems to you to be a simple fact? Do you argue whether it's cold outdoors or whether the car in front of you is going faster than the speed limit  ?
If you get into such arguments, try to think about the story about the six blind men and the elephant. The first blind man who felt the elephant's trunk   said it was like a snake. The second who felt the elephant's side said it was like a wall, while the third said it was like a spear(  ) as he touched the animal's tusk. The fourth, who took hold of the elephant's tail, insisted that it was like a rope. The fifth man said it looked like a tree as he put his arms around one of the elephant's legs. The last, who was tall and got hold of the elephant's ears, said it was like a huge fan.
Each man's idea of the animal came from his own experience. So if someone disagrees with you about a ""simple fact"", it's often because his experience in the matter is different from yours.
To see how hard it is for even one person to make up his mind about a ""simple fact"", try this simple experiment. Get three large bowls. Put ice water in one. Put hot water in the second. Put lukewarm water  in the third. Now put your left hand in the hot water. Put your right hand in the lukewarm water. Your right hand will tell you the water is cold. Your left hand will tell you it is hot.",B,What makes people think about simple facts differently?,"[""People's wrong ideas."" ""People's different experience.""
 'Simple facts are different sometimes.'
 'People often disagree with each other.']",What makes people think about simple facts differently when they do not see the whole thing?,D,condition_scope,high
middle1133.txt,"Kitesurfing as a water sport began in the 1980s, but didn't get popular until the end of last century. It is also known as kiteboarding, and in some European countries as flysurfing. Kitesurfing works through wind power  by using a large kite to pull a rider on the water at high speed.
At first, kitesurfing was a difficult and dangerous sport. Now it is becoming easier and safer because of the safer kite design. For an able and strong person, kitesurfing can be a very fun, extremely exciting sport, just like skating on the water with a feeling of flying. It has become more and more popular.
Compared with other water sports, kitesurfing is easier to learn. A beginner can understand how to operate the kite with 5--10 hours of training. And anybody aged from 13 to 65 can learn. It is not expensive to get the equipment for kitesurfing, which costs $1,000 to 82,500. Training lessons _ from $200 to $500 for two or three hours. With the development of its equipment progress, kitesurfing is becoming even safer. After some training, you can enjoy its excitement and challenging feeling.
With the rising popularity of kitesurfing, most major seaside cities have kitesurfing clubs. In China, Xiamen is the only place that has the kitesurfing club, which provides professional kitesurfing training and equipments.",B,_  is mentioned in the passage as the power of kitesurfing.,['Water' 'Wind' 'The sun' 'The kite'],_  is mentioned in the passage as the power of kitesurfing for people who like exciting sports.,D,condition_scope,high
middle1133.txt,"Kitesurfing as a water sport began in the 1980s, but didn't get popular until the end of last century. It is also known as kiteboarding, and in some European countries as flysurfing. Kitesurfing works through wind power  by using a large kite to pull a rider on the water at high speed.
At first, kitesurfing was a difficult and dangerous sport. Now it is becoming easier and safer because of the safer kite design. For an able and strong person, kitesurfing can be a very fun, extremely exciting sport, just like skating on the water with a feeling of flying. It has become more and more popular.
Compared with other water sports, kitesurfing is easier to learn. A beginner can understand how to operate the kite with 5--10 hours of training. And anybody aged from 13 to 65 can learn. It is not expensive to get the equipment for kitesurfing, which costs $1,000 to 82,500. Training lessons _ from $200 to $500 for two or three hours. With the development of its equipment progress, kitesurfing is becoming even safer. After some training, you can enjoy its excitement and challenging feeling.
With the rising popularity of kitesurfing, most major seaside cities have kitesurfing clubs. In China, Xiamen is the only place that has the kitesurfing club, which provides professional kitesurfing training and equipments.",C,The most important reason for the popularity of kitesurfing is that   _  .,"['its price is getting lower and lower'
 'more and more people are enjoying its excitement'
 'its equipment progress makes it easier and safer'
 'all people can learn and take part in it']","When discussing the growing popularity of kitesurfing, many people talk about how easy it seems for anyone to give it a go. The most important reason for the popularity of kitesurfing is that ____.",D,condition_scope,high
middle1183.txt,"People usually hate mice, but people almost all over the world like one mouse-- the famous Mickey Mouse.
About eighty years ago, most films had no sounds. A man called Walt Disney made a cartoon mouse. The cartoon mouse could talk in these films. He made his mouse become a good friend of both young people and old people. Children liked to see their lovely friend, because he brought happiness to them.
Mickey is a clean mouse right from the beginning. Maybe this is why people love Mickey Mouse very much. In his early life, Mickey did some wrong things. People were very angry. They wrote to Disney and said they didn't want Mickey to do the wrong things. Because there were some things that Mickey could not do. Disney made a new animal called Donald Duck. He also made a dog, Pluto. This dog does some foolish   and wrong things wherever he goes. Now, our Mickey Mouse is more interesting as well. He is known as a star of beauty and wisdom  . He has friends in almost every country.",A,"The dog, Pluto, is   _  .","['a fool that often does something wrong'
 'a clever dog that can do everything well'
 'a beautiful dog that people like very much'
 'a famous dog as a star of beauty and wisdom']","The dog, Pluto, is   _   in most of the stories.",C,condition_scope,high
middle6366.txt,"Food is a major part of every culture. After all, everyone needs to eat! But each country has its own traditions on what people eat and when.
Egypt
Egyptians commonly start the day with a drink, sometimes going with bread. Breakfast can be eaten any time after this but before the day's main meal. In the past, this main meal was served at around 3:00 p.m. But now people work longer hours and eat when they get home at around 6:00 p.m. Dinner parties are held later, around 9:00 p.m.
Most Egyptian meals include bread or ice, cooked vegetables and beans or meat.
France
France is known for its fine cooking, and its people take food seriously. Most eat three meals a day at fixed times and never snack between meals. Breakfast is a light meal of bread and coffee. They eat lunch at around 1:00 p.m. and a dinner with multiple courses after 8:00 p.m.
The French consider eating a social activity. Eating alone is hard to see, and eating while doing something else is unheard-of. The French take time to enjoy their meals and visitors should do the same.
Brazil
Like the French, Brazilians usually eat a light breakfast. Lunch, the largest meal of the day, usually consists of meat, rice, potatoes, beans and vegetables. Between 6:00 p.m. and 8:00 p.m., people enjoy a smaller meal with their families.
Brazilians don't mind eating a hurried or light meal and sometimes buy food from street carts  . But they always finish eating before walking away.
The United States
American's ancestors came from many countries, so American eating habits differ. Some take time to prepare and eat a hot breakfast. Others take a bagel   while rushing out the door or just _ . For lunch, most Americans eat a sandwich or leftovers. Traditionally, families got together for a large evening meal around 6:00, but now busy schedules force many families to eat in turns. American restaurant servings tend to be huge. But you don't have to finish them; taking leftovers home is common.",A,People of Egypt usually start a day with   _  .,['a drink' 'a bagel' 'some meat' 'some vegetables'],People of Egypt usually start a day with   _   when they are not in a hurry.,C,condition_scope,high
middle3481.txt,"Picture Show
There are 12,000 pictures on show here. You can see the whole Chinese history!
Place: City Museum
Price: ~30
Time: 9:00 a.m.-5:00 p.m. Monday-Friday
Films at the Museum
There are two European films on Saturday afternoon at the Museum Theatre. See Broken Window at 2:30. The Workers is at 4:45. For more information, call 84987898.
International Picnic
Are you tired of eating the same food every day? Come to Central Park on Saturday and enjoy food from all over the world. Delicious and not expensive. Noon to 5:00 p.m.
Do You Want to Hear ""The Zoo""?
""The Zoo"", a popular rock group from Australia, Will give their first US concert  this Saturday night, at 8 at Rose Hall, City College.
The Music Shop's Sale
Sale on every record and tape in the shop, Pop, Rock, Jazz, Disco, Folk. Sale starts on Tuesday and ends on Thursday.",B,"According to the ads , what can you do on Saturday afternoon if you have time?","['I can enjoy the delicious food in Central Park.'
 'I can see two films and buy some tapes.'
 'I can go to the City College to watch animals.'
 'I can see a picture show and listen to music.']","According to the ads , what can you do on Saturday afternoon if you have time and like animals?",A,condition_scope,high
middle3481.txt,"Picture Show
There are 12,000 pictures on show here. You can see the whole Chinese history!
Place: City Museum
Price: ~30
Time: 9:00 a.m.-5:00 p.m. Monday-Friday
Films at the Museum
There are two European films on Saturday afternoon at the Museum Theatre. See Broken Window at 2:30. The Workers is at 4:45. For more information, call 84987898.
International Picnic
Are you tired of eating the same food every day? Come to Central Park on Saturday and enjoy food from all over the world. Delicious and not expensive. Noon to 5:00 p.m.
Do You Want to Hear ""The Zoo""?
""The Zoo"", a popular rock group from Australia, Will give their first US concert  this Saturday night, at 8 at Rose Hall, City College.
The Music Shop's Sale
Sale on every record and tape in the shop, Pop, Rock, Jazz, Disco, Folk. Sale starts on Tuesday and ends on Thursday.",C,Which of the followings is True according to the ads?,"['People can see the whole European history in the City Museum.'
 'People can call 84987898 to find more information about food and music.'
 'People can eat different kinds of food in Central Park.'
 'People can go to the zoo this Saturday night.']",Which of the followings is True according to the ads if you only care about children under 12?,A,condition_scope,high
middle1643.txt,"One evening , my dad asked me to buy some bread for dinner . It was dark and cold outside . I rode a bike to a shop near my school . When I left the shop ,it got even darker , so I got on my bike right away. Then I found a woman in a white dress riding a motorcycle after me . She followed me for a long time . I rode very fast and started to cry for help, but no one was there . I was too scared and too tired to ride any faster . At last , I gave up . The woman stopped in front of me and said , "" Why were you riding so fast , Ken ?It's dangerous !"" I looked at the woman . "" Oh , It's you, mum !You really scared me . Dad said you wouldn't be back for dinner tonight !""",B,Why was Ken riding fast on his way home ?,"['He was hungry' 'Someone was following him'
 'It was getting darker and colder' 'His father asked him to go home soon']","	When the sky turns dark and the air chills, people often hurry to get to warm places sooner. Why was Ken riding fast on his way home£¿",C,condition_scope,high
middle5862.txt,"We all want to have vacations. To me, it's very important to relax myself. I finished a one-week vacation just now. Let me tell you what I did. I know you will feel bored when you look at other people's vacation pictures!
My son finished his last week of school. During that week, I became a school mom. They had a class party at a teacher's house, so I volunteered   to drive some of the students and _ the party. That was the last week my son would be with them. So it was time for me to spend time with them. I had lunch with the class and then attended their meeting. I never had time to be with the class before. I found it very interesting and my son was happy to show off  that.",B,"To the writer, the best thing to do on her vacation is  _  .","['to play with her child' 'to have a good rest'
 'to work from day to night' 'to go to a new place']","To the writer, the best thing to do on her vacation is  _   when she doesn't need to work.",C,condition_scope,high
middle5862.txt,"We all want to have vacations. To me, it's very important to relax myself. I finished a one-week vacation just now. Let me tell you what I did. I know you will feel bored when you look at other people's vacation pictures!
My son finished his last week of school. During that week, I became a school mom. They had a class party at a teacher's house, so I volunteered   to drive some of the students and _ the party. That was the last week my son would be with them. So it was time for me to spend time with them. I had lunch with the class and then attended their meeting. I never had time to be with the class before. I found it very interesting and my son was happy to show off  that.",A,"According to the writer, people  _  .","[""don't like looking at others' vacation pictures""
 ""often help their children's teachers""
 ""often work for their children's classes""
 'like showing them off in the school']","According to the writer, people  _   when they are really tired.",C,condition_scope,high
middle1193.txt,"In Britain ,people often invite friends for a meal , a party or just coffee. People who know each other very well may visit each other's houses without  an invitation ,but if we invite new friends, usually an invitation is needed. When people invite someone to their homes , they often say ,""Would you like to come for dinner on Saturday ?"" Answers are, ""Thanks, we'd love to. What time?"" or ""I'm sorry, We'd love to ,but we have tickets for the concert."" However, it is not polite to say,""No, we wouldn't.""
Sometimes, the British use expressions that sound like invitations but which are not invitations. For example. ""You must come over for a drink sometime ."" or ""Let's go out for a meal one of these days.""  These are usually just polite ways of ending a talk . They are not real invitations because they don't mention an exact time or day. They just show that the person is trying to be friendly and the answers are ,""Yes , that would be nice ."" or ""OK, yes ,thanks.""
So next time you hear what sounds like an invitation, listen carefully. Is it a real invitation or is the person just being friendly?",D,It's always necessary for  _  to visit each other's houses with an invitation.,['close friends' 'family members' 'neighbours' 'new friends'],"People in residential areas often interact casually, so many think nearby acquaintances need less formal arrangements. It's always necessary for ____ to visit each other's houses with an invitation.",C,condition_scope,high
middle2970.txt,"Colourful fruit and vegetables are good for our health. Their natural colours help protect our bodies from disease(,). Think about the colours of fruit and vegetables: the red of tomatoes, the orange of carrots, the green of kiwi and the purple of grapes.
You can enjoy eating fruit and vegetables of all colours---green, yellow, blue, purple, and white. Each colour is important to our health. These colours work together to protect our bodies. Scientists have studied them and discovered the good of colourful fruit and vegetables. The list below shows the good of some colours in fruit and vegetables:
Red gives us a healthy heart. It can reduce(,) heart disease. Red helps improve our memory .
Yellow is good for our eyes.
White can reduce cholesterol   .
Green is good for our eyes, too. It also gives us strong bones and teeth.
Blue helps us keep a good memory as we grow old. It also help fight heart disease. So when you are buying or eating fruit and vegetables, remember to try different colours of fruit and vegetables.",D,Red can reduce  _  .,['eye disease' 'cholesterol' 'reduce cholesterol' 'heart disease'],Red can reduce  _   when there is not enough light in the room.,A,condition_scope,high
middle118.txt,"The scientists from the Lockheed Space Company   work in Felton, California, with the help of a computer. But the computer is placed in Sunnyside, about 80 kilometers away. What the scientists input is sent by telephone lines to the computer, and after a time, copies of the designs are needed back in Felton as possible. Lockheed people have tried several ways of sending the prints  , but the most effective seems to be by pigeon  . Are pigeons really used to carry messages in these days? They are, and they send the prints faster and cheaper than any other way.
Human   messengers (persons carrying messages) are much more expensive and slower than the pigeons. The road to Felton goes through the mountains, and the driving is not easy. An electronic printout system  could do the work in Felton, but at a cost of 10 dollars a print. Pigeons carry the designs for about 1 dollar each.
Now Lockheed people have ten pigeon messengers. The pigeons do the work, and they have made Lockheed more famous. You can often read the news about the pigeons in the newspapers around the world.",B,Something that's effective_.,"['usually costs more' 'is something that works' 'is often unhappy'
 'is often don by animals']",Something that's effective_ when scientists want to save money.,A,condition_scope,high
middle6029.txt,"Today is Saturday. The students of Grade Seven go to school early, but they have no classes. Their teachers are going to take them to the zoo. They take buses there. They get there at 8:30 a.m.
The zoo is very beautiful. There are many trees, some hills and a big lake. And they have a big lunch there. It's spring now, and you can see many flowers there, too. There are also many people. They like to watch monkeys. They have a good time there. They leave the zoo at 3:30 p.m.",B,The students get to the zoo  _  .,['in the afternoon' 'in the morning' 'at noon' 'in the evening'],The students get to the zoo  _   if the bus is late.,D,condition_scope,high
middle2340.txt,"Many people like to watch TV. Watching TV is one of the most important activities of the day. TV brings the outside closer to people's homes. Some people say the world is smaller than before because of TV.
What's going on in the other countries? How do people live in places far away? Is there a good sports game somewhere? What's the life like in the deepest  part of the sea?
If you want to answer these and other kinds of questions, just turn on the TV. Turn it on and watch. You can see a lot and learn a lot. Of course, people can also learn through reading or listening to the radio. But with TV they can learn better and more easily. Why? Because they can hear and watch, too.
TV helps to open our eyes. TV also helps to open our minds . TV often give us new ideas. We learn newer and better ways of doing something.",C,We can  _  when we watch TV.,"['go to live in the other countries' 'answer TV many questions'
 'get a lot of information' 'ask TV some questions']",We can  _  when we watch TV with our family.,D,condition_scope,high
middle7287.txt,"Music is an important part in our life. We may feel boring without music. Today when you go to stores, stations, restaurants and other places, do you notice music playing at any of these places? The answer must be ""Yes"". And you might even hear music in an office or on a farm.
I like many kinds of music. Classical music is great. Rock music is fast. Light music is relaxing. But I like folk music best. It sounds very beautiful. It can bring me into the dream land. It can make me relax and forget all the problems. It makes me learn better and helps me to be more active. It is true that I learn better when I am relaxed.
Music can also influence  people's behavior . Classical music makes people feel rich . When a restaurant plays classical music, people spend more money on food and drinks. When the restaurant plays modern music, people spend less money. Without music, people spend evenless. Restaurants can make more money in this way.",A,The writer thinks that music can   _  .,"['influence our behavior' 'help us to train good habits' 'make more money'
 'make our life better']",The writer thinks that music can   _   when people are under great pressure.,C,condition_scope,high
middle2036.txt,"We know health and happiness are important in everyone's life. Here are some ways to make them easy.
Eat a balanced diet . Eat a lot of fruit and vegetables, some grains  and a little meat.
Exercise twice or three times a week.
Get enough sleep. It is best to get eight hours' sleep a day.
Keep yourself busy. This is good because _ stops you from having bad habits. To keep yourself busy, you can walk around the house, spend time with your pets, do a sport, or do a hobby you enjoy.
Go out and make friends. Spend time and have fun with them. Talk with them, but you must be sure not to talk about anything bad. You should stay with the people who are healthy and happy themselves.",B,How many hours do you need to sleep every day?,['Seven.' 'Eight.' 'Nine.' 'Ten'],How many hours do you need to sleep every day when you have a lot of homework?,D,condition_scope,high
middle6673.txt,"Mother loves her son. But he is a bad boy. He doesn't listen to what his mother says. He slaps  his mother. Another time he makes her fall to the floor.
He goes out of school. He plays games on the computer day and night. He shouts loudly when he wins a game. He doesn't care( ) if  his mum is sleeping. She asks him to be quiet. He asks her to be out. But he loves her cooking. She cooks delicious food. ""Mum, I'm hungry,"" he says every day. She spends hours every day cooking for him. He never  says ""thank you"". He never says the food is delicious. He finishes his food and goes back to his computer. His mum washes the dishes by hand. She cleans the kitchen. She does all the shopping. She works when he plays.
One day she thinks that's enough. When he is 19 years old, she leaves  her son. She goes into her car and drives away.",B,What does the boy do to his mother?,"['He loves his mother.' 'He makes her mother fall to the floor.'
 'He is quiet when mother is sleeping.'
 'He helps mother clean the kitchen.']",What does the boy do to his mother when she is sleeping?,A,condition_scope,high
middle7038.txt,"Some women are talking about the problems of getting old.
One woman says, "" Sometimes I stand in front of the bag with an egg. But I can't remember _ I need to put it in or get it out to make bread.""
""Yes, I have the same problem,"" the second woman says. ""Sometimes I stand on the stairs . But I can't remember whether I am going on my way up or down.""
""Well, I don't have that problem,"" the last woman says, keeping knocking  on the table.
The other two women ask, ""Why are you knocking on the table?""
""Sorry, I ?don't know. Someone is knocking at the door ,isn't
It? Let me see who it is,"" the last woman says.",C,Whose problem is the most serious in the story?,"['The first woman.' 'The second woman.' 'The third woman.'
 'The fourth woman.']",Whose problem is the most serious in the story if we only talk about memory?,D,condition_scope,high
middle8275.txt,"Emily Urich 18 years old Canada
A lot of teens aren't responsible ,and that's where I'm different. Not just about school but everyday things like being able to pay my own credit card bills on time.
The first time I got a cartoon book was on my third birthday. From then on , I fell in deep love with it. And can you guess how many cartoon books I've read? I don't really know the exact number. But I have three full boxes of them under my bed. I also like drawing cartoons and wish to be an art teacher in a sch001.
Joe Miller 16 year's old America
I'm proud of doing things my own way. So whether somebody wants me to do something or whatever it is , I feel like they're all other people's thoughts , not really mine. But like others , I love reading , too. When I first took skiing lessons , I found it exciting. For ski racing,there's no question I'm better shape than most guys . I think it's fun. I mean,it is a challenge . It's where I picked up the idea of needing a challenge always in my life. In order to improve my skiing skills,I have read many books and magazines about it. No doubt it's my dream to win gold medals in the Olympic Games.
An Oi 15 years old China
I'm different because I prefer to drop out of the world to create my own world. I'd like to build a house on a mountain. And I choose to live without electricity, a telephone,or even indoor plumbing . I have many hobbies such as traveling,reading , writing and spending time with children. I love children because they are smart and creative. They always have many strange ideas. It makes me excited. I want to do something for Hope Project and become a country school teacher .",D,Which hobby do the three students all have?,['Writing.' 'Skiing.' 'Travelling.' 'Reading.'],Which hobby do the three students all have after school?,A,condition_scope,high
middle8101.txt,"Sometimes it may seem difficult to improve our health. If so, the following health habits may help you.
Eat breakfast every morning.
Research shows that if you eat a meal in the morning you may not become too fat or eat too much during lunch. Eating breakfast can help people feel better through the day.
Get enough sleep.
Poor sleep can influence our memory and learning. It can also cause traffic accidents! Studies show that people who don't get enough sleep seem to get into more accidents. So stay safe and get enough sleep!
Take a walk every day.
Walking is an easy way to exercise. You'd better meet friends for a walk, not for a meal. As you walk, you will see the beautiful world around you. Once you try, you will find that adding a walk into your daily life is very easy.
Join social groups.
Social groups can provide support. They might include sport teams, art or music groups. The people in the group can offer advice and can help each other in difficult times. Also, being in a group keeps your mind busy. An active mind is a healthy mind!
Have a hobby.
A hobby could be running reading or making something with your hands. Hobbies help people to relax and rest. Hobbies bring us joy as well.
,A, B, C, D ,.",D,The passage is mainly written for    _   .,"['students at school' ""people who don't like running""
 'students who never have breakfast' 'people who want to improve health']",The passage is mainly written for    _   who often feel worried about study.,B,condition_scope,high
middle5195.txt,"Dear Mr. Lee,
I am Jack. I want to be in a club in our school. I can't sing or dance or act in movies, but I can do many other things. I can play three _ , the guitar, the violin   and the piano. I think I can be in the music club. Maybe   I can be a famous musician. I like reading story books and I can write stories. Maybe I can be a famous writer. I like sports too, but I don't think I can be a famous and successful sportsman  . Can I join you?
Yours,
Jack",D,What club can Jack join?,['The art  club.' 'The sports club.' 'The movie club.' 'The music club.'],What club can Jack join if he wants to practice writing?,A,condition_scope,high
middle1124.txt,"Can plants eat people? Probably not, but there are many plants that eat meat. Some of them are big. And they can eat small animals. One famous meat-eating plant is the Venus flytrap .
The Venus flytrap is a very strange plant. It grows in dry parts of the United States. Its leaves are like the pages of a book. They can open and close very quickly. Inside the leaves, there are three small hairs. If a fly touches one of the hairs, the leaf closes quickly. The fly cannot get out. In about half an hour, the leaf _ the fly until it is dead. Then, the plant covers the fly. Slowly, the plant eats the fly.
Why do plants do it? Most plants get what they need from the sun, the air, and the ground. In some places, the ground is very poor. It doesn't have all these important things, especially nitrogen . Animal meat has a lot of nitrogen, so some plants eat meat to get what they need. Let's hope that some of the bigger plants don't get the same idea!",C,Why do some plants eat animal meat?,"['Because plants are dangerous to animals.'
 'Because animals are dangerous to plants.'
 'Because plants want to get what they need from animal meat.'
 'Because plants want to protect themselves against animals.']",Why do some plants eat animal meat in places where the soil is poor?,A,condition_scope,high
middle2299.txt,"Mr. White lives on the 20th floor in a tall building in Beijing. His office is about ten kilometers from home. His wife and his children are now in America for holidays.
Today Mr. White leaves his home at eight in the moming. He takes the lift down to the first floor, gets out of the lift and walks to his car. Oh, dear! His car is broken. He waits for a taxi but there's not any empty one. So he has to go by bus.
Mr. White gets to his office at nine twenty. He is very late. Today he has a lot of work to do. He does it quickly and he has only one hamburger and a cup oforange juice for his lunch. Mr. White leaves his office at half past six. When he gets to his building, he quickly gets into the lift. Oh, dear! The lift doesn't work! He has to walk up to the 20th floor. But when he gets there, he finds he forgets to take the key with him.
What can he do now? Poor Mr. White!",D,Which is wrong?,"[""Mr. White's home is far from his work place.""
 'Mr. White works very hard.' 'Mr. White works in China.'
 'The lift is broken early in the morning.']",Which is wrong if we only think about what happened today?,C,condition_scope,high
middle359.txt,"Sam is twenty-seven now. He's tall and strong. He worked hard in the small field. He's known a girl called Mabel for three years, who lives in another village. He wishes she could marry him soon, but she won't marry him until he has built a new house. He hasn't enough money. Of course it's difficult for him to do so.
Winter had come and the fields were covered with thick snow. Sam had nothing to do at home. Mabel told him to find some _ in the town. He thought she was right and came to Mr White's factory, where he carried stones from the hill to the workplaces. It was hard work but he was paid more. At the end of the month Mr White paid the young man nearly two thousand dollars. He was very happy. He hurried to the post office, but it was closed. He had a look at the clock on the wall. It was half past five, and he was told to go there the next morning. He had to return to the factory. He felt hungry and went into a restaurant and ate something. He didn't see a thief following him, and as soon as he sat at table, the man sat down next to him and asked him to drink a cup with him. He agreed and drank a lot. And when he woke up two hours later, his money was stolen. He was sad of it and cried for a long time.
The following day Mr White saw the young man's eyes were red and asked what had happened to him. He told him about it and at last he said, ""I worked for the thief last month!""
,.",D,The money was stolen when   _  .,"['Sam left the factory' 'Sam went into the restaurant'
 'Sam ate something in the restaurant' 'the thief got Sam drunk.']","What¡¯s the first action Sam took when he felt hungry, which people might link to when his money was taken?",C,condition_scope,high
